NAME,ADDRESS,AGE,SUB_MONTHS,MONTHLY_PAYMENT,USAGE_FEQ,STFT,CHURN
Jessica Swanson,21650 Mcconnell Village_Port Michelle  AZ 67845,44,9,58.12,7,1,True
Scott Long,29385 Henry Plains_Ayersport  WA 10932,38,35,29.29,8,5,False
Dr. Richard Bishop,PSC 9309  Box 6753_APO AP 77359,20,43,27.81,5,4,True
Maria Campbell,3239 Luke Dam Apt. 699_East Monique  TX 23206,36,103,13.0,29,4,False
Theresa Maddox,USS Smith_FPO AP 33258,58,90,20.59,4,1,False
Kelly Lopez,0482 Lee Expressway_Lake Brianport  RI 40645,58,82,74.16,17,2,False
Michael Wells,50046 Foster Court Apt. 112_Larrychester  AS 38160,49,1,55.61,19,4,False
David Lee,3293 Wilcox Burgs Apt. 549_Maryside  PR 36949,20,95,82.53,27,3,False
Gloria Martin,PSC 0103  Box 3325_APO AE 35327,45,74,80.09,12,3,False
Dr. Beth Rodriguez,989 Jamie Mews Suite 105_Scottburgh  MI 24234,34,30,55.48,21,2,False
Patricia Barnes,741 Hernandez Causeway_New Anna  VA 34220,38,61,42.11,23,3,False
John Johnson,49191 Kelly Mall Suite 949_Lake Patricia  SD 53245,48,57,19.87,4,3,False
Alex Weiss,4952 Steven Oval Suite 505_Lake Dianefurt  IA 43509,55,18,14.03,12,1,False
Michelle Curtis,004 Hogan Ports Apt. 387_Caseybury  DE 78868,27,25,91.53,14,5,False
Lauren Bennett,19530 David Mews Suite 388_West Amberhaven  MS 33838,27,62,66.12,21,4,False
Jordan Vasquez,USS Martin_FPO AP 65441,29,72,95.56,17,2,False
Karen Ramirez,67955 Flynn Drive_Port Lucas  NJ 58438,56,95,78.41,2,3,True
Lisa King,612 Felicia Way_Lawsonton  KS 83559,21,93,33.13,4,3,True
Lori Smith,861 Vasquez Trail_South Vincent  NC 00861,22,106,31.71,22,2,False
Amber Anderson,878 Daisy Groves_East Alexandra  MD 47698,19,116,15.13,3,1,False
Melanie Brown,22959 Jackson Wells_Harrisonmouth  GU 98407,45,77,85.49,9,5,False
Angela Garcia,719 Weaver Well Suite 159_Leefort  ME 45570,19,32,14.85,9,1,True
Brandy Lane,6247 Alice Center_Johnsonstad  CO 36702,29,29,35.21,10,5,False
Sandra Fernandez,996 Mitchell Summit Suite 335_Jessicaville  CA 98331,29,51,11.0,9,3,True
Ashley Davis,08053 Wesley Parkway Apt. 671_North Jerry  VA 66289,57,59,55.85,30,5,False
Nicholas Roberson,9816 Derek Expressway Suite 951_Barryton  MA 36045,43,43,77.25,18,3,False
Charles Waller,9878 Brittany Plains Suite 343_New Chaseberg  SC 51920,27,81,71.24,25,3,True
Kyle Hubbard,7657 Carey Trail Suite 433_Danielshire  RI 22515,44,23,17.98,6,1,False
Matthew Schroeder,25237 Edwards Haven Apt. 728_Ortizfort  PW 19767,44,90,26.18,16,5,False
Dr. Tammy Smith,93394 Holmes Stream Suite 887_Marshallfurt  ID 71824,21,119,67.08,18,1,False
Michael Smith,08348 Daniel Square_Gardnermouth  KS 41485,37,27,81.55,11,5,True
Joshua Chung,05124 Wood Locks_East Kyle  MA 22723,37,109,37.09,24,1,False
Karen Smith,67702 Danielle Fords_Port Eric  TX 49458,25,111,73.04,24,5,False
Ian Hughes,33038 Jamie Branch Apt. 261_Tracimouth  WA 46390,36,21,99.17,1,3,False
Julia Anderson,792 Samantha Road_Stephanieshire  AZ 67835,23,88,10.07,27,3,False
Theresa Martin,512 Edward Point_Maryhaven  MI 36736,49,20,80.98,15,4,False
Casey Morales,3209 Roberts Unions_West Karen  PA 88113,28,18,50.94,12,2,True
Debbie Strickland,058 Daniel Station Suite 938_Wendymouth  KS 69167,24,5,37.41,18,2,False
Tamara Mcgrath,809 Edward Islands Apt. 292_Lake Zacharyhaven  MT 07525,32,21,19.93,8,5,False
George Wise,694 Michael Corner Suite 258_Raymondberg  WY 35003,58,56,20.94,27,1,True
Jeffrey Pittman,76229 Ball Garden_Lake Donna  OK 35850,22,71,62.09,8,3,False
Jessica Watson,8206 Cooper Station Suite 637_Millerbury  IA 62050,28,119,56.3,5,1,False
Linda Lewis,2034 Moody Divide_East Susantown  DE 52387,53,96,16.92,8,4,False
Kelly Robinson,7825 Terry Ranch Suite 915_Michellemouth  MO 76326,32,110,63.38,11,3,True
Sean Davis,26004 Daniel Grove Suite 805_Rebeccaburgh  CO 78099,51,77,61.82,24,4,False
Adam Johnson,34027 Cindy Estates Apt. 005_West Donnahaven  NM 72841,41,83,29.51,10,4,True
Sandra Rodgers,351 Spears Stream Apt. 924_South Tonya  AL 63609,20,30,76.07,5,3,False
Jessica Parker,USNS Frank_FPO AP 91632,33,98,60.65,2,2,False
Phillip Martinez,59688 Angela Keys Apt. 212_East Susan  NJ 70217,32,21,22.41,13,4,True
Dana Gray,1178 Mccoy Field_New Ryanside  MS 48684,43,12,15.37,3,2,False
John Johnson,48735 Hicks Road Suite 629_East Bryanstad  VI 71408,55,28,91.24,15,2,True
Diane Welch,33048 Jennifer Mountains_Kevinside  AR 64136,49,61,46.39,26,5,False
Justin Wilson,PSC 8628  Box 6960_APO AP 31930,25,35,18.4,23,1,True
Justin Santos,Unit 4315 Box 8730_DPO AP 95975,55,35,56.54,9,5,False
Ashley Lopez,77755 Smith Isle_New Josephton  HI 96914,53,116,94.48,21,5,False
Donald Payne,532 Baxter Ford_New Jennifer  WY 07872,51,36,49.9,24,5,True
Elizabeth Olson,3990 Miller Mountains_Lorraineshire  TN 05785,58,28,11.61,20,3,False
Kenneth Guerra,84158 Dakota Mills_New David  CT 52806,31,56,91.85,29,5,True
Julia Walls,44948 Wallace Stravenue Suite 777_Parkerhaven  AR 37448,30,28,63.13,15,2,False
Victoria Nguyen,USNS Harris_FPO AA 03193,37,58,43.26,12,4,True
Kelsey Silva,68969 Armstrong Pike_Lake Loganport  NY 11982,40,23,62.06,5,3,False
Willie Hicks,96281 Gabrielle Square_Vasquezmouth  NY 20383,27,113,19.6,28,2,False
Barbara Franco,788 Smith Viaduct Suite 460_Dodsonshire  MA 64909,34,47,20.37,19,3,True
Bianca Davis,117 Mitchell Port Suite 908_South Ashleyton  VI 78149,47,70,95.89,5,3,False
Ashley Ortiz,22896 Allison Islands_Blakefort  MN 26069,21,96,69.89,3,3,False
Jessica Rodriguez,401 Kathleen Spurs_Rubiofurt  WI 41815,26,72,80.59,3,3,False
William Turner,2416 Heather Extension_Katelynstad  MD 52211,31,64,22.77,13,2,True
Mark Moran,20991 Horton Stravenue Apt. 080_Bowmanburgh  PR 58917,44,69,40.36,12,5,False
Joyce Deleon,90791 David Tunnel Suite 347_New Kristinville  NM 28635,49,49,98.38,11,1,False
Shelly Gates,1473 Romero Vista_Port Kevin  FL 61240,23,23,90.66,10,1,False
Derek Silva,449 Davis Crest_West Jeffreyton  WV 87062,22,92,30.0,22,2,True
Michael Anderson,676 Natalie Spring Suite 052_North Danielchester  KY 07351,28,83,58.06,11,1,False
John Wiggins,976 Brian Gardens Apt. 280_West Andrew  NJ 47545,19,112,41.97,13,5,False
Samuel Davis,44514 Wilson Meadow_South Matthew  FL 94518,38,38,60.19,4,5,False
Gregory Stephens,0879 Jeremy View_Loganbury  CT 19653,23,8,28.63,15,5,True
Cheryl French,163 Kyle Mission Apt. 095_Lake Cole  SC 36407,48,50,36.26,25,3,True
Mr. Jacob Banks,65492 Kevin Flats_Mollyview  WI 68667,25,14,86.41,23,2,False
Kelly Bauer,330 Cole Common Suite 718_New Pamelaberg  PR 75532,55,69,69.51,16,2,True
Brett Jones,37737 Rose Camp Apt. 787_Craigberg  VI 07258,51,97,55.77,1,1,False
Sandra Bush,Unit 7679 Box 8518_DPO AE 03123,48,99,71.94,11,1,False
Nathan Moore,289 Martin Views_Aliciaberg  VA 44430,22,13,73.14,15,3,False
Gabriel Davis,8439 Christine Club Suite 610_South Jamesmouth  PR 27656,42,38,72.87,3,1,False
Regina Miller,05493 Wanda Lane Apt. 460_Tammyfort  KS 55862,31,93,98.51,5,4,False
Michael Torres,6166 Rachel Creek Suite 186_Zacharychester  TN 39408,31,41,93.61,14,3,True
David Santiago,58155 Brenda Gateway Apt. 000_Batesfurt  PW 62927,57,104,44.68,3,5,True
Michael Hoover,87597 Karen Street Suite 166_New Jeremyberg  DC 01760,60,47,78.07,11,2,False
Jeffrey Price,5391 Joseph Ranch Suite 483_Aaronchester  NV 83401,35,25,14.7,14,1,False
Miss Melissa Christensen,3980 Jones Junction_West Christopherview  SD 49984,20,1,86.22,7,1,False
Kenneth Steele,739 Eric Track Suite 446_Mcdonaldport  AR 66142,43,98,23.61,16,5,True
Todd Simmons,14090 Warren Summit_Lake Christinastad  AL 97074,31,68,23.53,20,4,False
David York,47956 Jeffrey Expressway Apt. 144_Williamsport  MI 84395,19,77,80.59,23,3,False
Vincent Crawford,35062 Mueller Shore Apt. 859_West Robert  PW 56288,46,38,27.31,5,2,True
Stephanie Smith,0943 Garcia Circles_Jamesport  MP 74062,37,58,21.98,3,3,False
Felicia Wilson,4911 Tara Stravenue_Collinsland  CA 59011,52,36,55.77,4,4,True
Robert Snow,835 Gray Islands_South Williamburgh  CT 99486,36,26,64.72,5,1,True
Denise Jackson,95875 Cody Centers Suite 978_East Garyfort  AR 55455,59,60,29.37,15,5,True
Chad Woods,4657 David Crossing_Natalietown  PA 85012,42,72,17.59,22,2,True
Jennifer Adams,86927 Taylor Loop Apt. 710_Watkinsmouth  HI 35826,34,54,74.45,17,2,True
Justin Rios,2767 Burgess Camp_East Sara  VT 84008,35,82,75.19,22,2,False
Christopher Montgomery,2832 Fleming Track_Lake William  MS 76994,30,112,58.19,18,2,True
Frank Graham,7911 Christine Crescent_Samanthaland  OH 93612,40,103,77.52,23,1,True
Emily Sheppard,0517 Daniel Fall_Johnstonview  VA 94432,31,92,88.03,24,3,False
Joe Mcclure,62769 Victoria Drive Suite 049_West Jeremyland  VA 89215,32,89,92.78,26,2,False
Christopher Fischer,301 Davis Way_Johnsonfort  MO 19426,30,117,39.83,14,4,False
Mary Hernandez,5702 Mason Drive_New Ashleymouth  MP 49509,39,73,49.16,18,3,False
Robert Shepard,USNS Castaneda_FPO AP 54854,58,109,90.68,24,1,True
Barbara Anderson,USNV Espinoza_FPO AP 10484,35,56,62.64,12,1,False
James Rivera,902 Heather Run Suite 310_Port Thomas  AL 34828,27,11,68.17,26,1,False
David Cole,9945 Samantha Trail_Bruceland  PR 28142,53,69,95.85,30,2,False
Riley Lee,861 Marilyn Lodge_East Cheryl  WA 65698,60,3,65.11,27,2,False
Samantha Robinson,092 Cherry Rest_Hicksport  SC 20902,47,111,24.61,30,4,False
Joyce Jackson,3012 Cain River_Jamesport  PA 62426,57,14,76.95,17,2,True
Tracy Brown,580 Munoz Loop Suite 075_Lake Matthew  AS 68307,57,41,62.53,13,1,True
Jessica Ellis,54490 Joe Mills Apt. 251_East Bethchester  CA 56016,24,80,89.97,25,3,False
Daniel Ray,6403 Brooks Route_East Larry  AZ 22484,39,28,68.63,30,3,False
Shane Rose,93210 Tonya Ports Apt. 119_Marksmouth  MP 24662,40,77,48.05,11,1,True
Allen Nguyen,Unit 5461 Box 4566_DPO AA 97814,19,71,39.92,3,5,True
David Velez,4050 Tucker Turnpike_Juarezborough  WA 63649,31,61,69.36,24,1,False
Roger Jones,40154 Elizabeth Overpass_Mckayshire  VA 80693,22,102,63.03,6,3,False
Timothy Rodriguez,7107 Roberto Circles_Millershire  IL 40616,26,66,63.76,14,1,True
James Jimenez,07101 Rodriguez Roads_Melendezburgh  FM 92052,38,98,53.41,12,1,False
John Cooper,0583 George Springs_Smithshire  WV 18394,54,62,78.67,15,2,False
Robert Morgan,6048 Robin Cliff_Tracyport  UT 54842,38,113,63.66,2,1,False
Maureen Turner,0472 Lisa Gardens Apt. 874_Davidmouth  GA 58155,42,15,27.45,8,3,False
Susan Barber,9038 Silva Highway Apt. 753_Derrickton  NV 71014,26,107,10.46,27,2,False
Brenda Rodriguez,3341 William Radial_North Lisabury  KY 23444,22,104,99.14,23,5,True
Lisa Hall,822 Christopher Extension Apt. 078_Clarkville  TX 99854,21,109,83.78,20,4,False
Angelica Drake,69842 Barr Crossing_New Kevin  IA 35480,41,114,69.76,17,1,True
James Greene,02293 Joy Villages_Lake Savannah  IA 50270,54,70,58.03,2,5,False
Jessica Davis,489 Christopher Islands_Kimberlyshire  GA 65160,35,51,33.66,3,1,True
Tina Smith,230 Whitaker Hollow_Douglasbury  KY 27432,31,28,23.61,3,2,False
Kelli Reed,686 Stone Spurs_Samuelview  OR 14970,57,24,22.92,11,3,False
Jason Jackson,945 Christopher Port Suite 852_Wendyland  MO 08680,57,104,33.46,23,2,False
William Miller,Unit 1130 Box 6686_DPO AP 89379,50,11,85.64,1,2,False
Scott Fernandez,1168 Anthony Brooks Suite 179_New Christopher  AR 69977,33,102,20.44,7,1,False
Trevor Adams,49153 Andrew Mission_Patrickburgh  SC 07105,35,81,89.49,6,2,True
Alex Bryant,7763 Mejia Underpass_Staceyton  IL 97236,20,79,12.86,5,4,False
Ashley Kent,0694 Elizabeth Rue_West Jasmine  MT 49901,38,115,27.68,5,4,False
Nicholas Roth,317 Antonio Causeway Apt. 581_Teresaland  IN 09778,41,79,72.3,26,4,False
Justin Ross,Unit 4001 Box 5370_DPO AA 84275,34,74,89.26,4,4,False
Amber Fernandez,3528 Walter Union Suite 539_Johnsonborough  PW 83804,39,51,58.56,25,4,False
Claudia Jackson,52146 Turner Rapids_East Danielborough  MA 06530,34,29,41.12,6,3,True
Francisco Wood,328 Thomas Lodge Apt. 808_East Kristi  NJ 81237,59,104,50.19,19,5,False
Tina Johnson,249 Palmer Extension Suite 523_Conniemouth  OK 03026,24,114,99.47,7,2,True
Adam Lam,585 Mcdonald Creek_Guzmanland  AK 05336,53,3,81.86,24,1,True
Tony Cook,0604 Tasha Rue_Port Deanna  PA 74144,22,101,76.8,28,3,False
Mark Adams,7109 Walsh Gateway_Sarastad  TX 26284,52,29,66.34,19,2,True
Matthew Miller,49277 Dale Lakes Suite 469_Lake Johnton  FL 86395,49,117,86.87,7,1,False
Peter Farmer,26613 Philip Mountain Suite 983_South Lee  AL 90615,33,3,80.05,29,1,True
Christian Reed,09060 Brittany Fork_East Frederick  MN 64704,45,109,54.34,29,4,False
Clifford Harris,04930 Randy Center_Port Tracystad  NJ 88634,47,65,24.4,10,4,False
Nathan Torres,0671 Leonard Inlet Suite 889_Mariaview  OR 14106,59,27,59.16,30,4,False
Stacy Watson,755 Fowler Rue_Jameston  CO 68299,59,80,86.66,16,4,False
Caleb Yates,4542 Farley Mount_Guerreroville  DE 36867,49,64,45.48,2,1,False
Beth Sandoval,06415 Lindsey Way_Lake Thomasborough  WY 42910,53,74,97.59,30,3,False
James Miranda,5900 Lindsay Corner_Port Jeremy  PR 24829,32,80,67.86,22,5,True
Amy Little,923 Matthew Islands Suite 074_Catherinefort  WA 87585,58,109,80.35,20,1,False
Mary Cole,943 Shelton Parkways Suite 644_Ashleyberg  IA 15924,25,79,93.01,5,1,False
Ricky Mitchell,5371 Shelby Walk Apt. 094_Port Diane  WA 11979,39,5,61.09,1,3,True
Joshua Lynch,26174 John Circles Apt. 110_Scottberg  ME 67595,20,63,70.2,22,4,True
Sarah Cole,026 Andre Drive Suite 344_Castilloview  WV 53105,22,26,24.48,5,1,False
Cynthia Mitchell,3880 Felicia Station_New James  NH 13068,59,110,18.82,13,4,False
John Woods,2058 Clark Locks Suite 889_West Robin  TX 19299,39,84,11.04,24,4,False
Charles Mays,7929 Jones Village_New Jill  CT 20323,41,5,94.64,24,5,False
Mariah Montoya,Unit 7170 Box 2545_DPO AA 15002,57,92,61.42,15,4,False
Brittany Schneider,960 Morales Dale Apt. 118_Stephanieview  IL 38254,20,111,87.73,9,5,False
Dana Salinas,0552 Allen Streets Suite 881_Daniellefort  DE 70086,52,47,50.89,25,5,False
Scott Wade,5237 Beth Parkway Apt. 721_Jamesmouth  AS 49785,28,89,93.45,28,3,False
Kathryn Gibson,239 Kristen Mount Apt. 980_Bowmanton  NJ 82065,58,2,89.57,30,5,True
David Davis,290 Turner Junction Suite 486_Edwardtown  MA 28922,34,100,73.28,26,4,False
Amy Duran,2120 Collins Squares_Port Edward  PA 56200,57,98,14.3,27,2,False
Daniel Joseph,257 Rios Station Apt. 265_Port Dawn  OR 49331,25,65,10.27,25,3,False
Gabriel Cohen,3752 Robin Canyon_Dominguezhaven  WV 40858,38,71,30.5,17,5,False
Austin Carpenter,450 Nathan Inlet_Port Matthew  VI 66866,31,15,52.44,17,3,False
Gary Proctor,PSC 4522  Box 4363_APO AP 27616,43,61,21.74,24,3,False
Gabrielle Petersen,5620 Griffith Villages Suite 796_South Logan  MS 16586,31,108,25.44,27,5,False
Jasmine Caldwell,Unit 3763 Box 7446_DPO AE 99915,30,56,82.09,30,4,False
Elizabeth Garcia,PSC 5541  Box 3143_APO AP 26409,21,48,97.74,8,1,False
Regina Rivera,404 Garcia Trafficway_East Phillip  MS 65158,45,90,49.47,30,4,False
Justin Burns,920 Allen Village Apt. 928_West Jennifertown  CT 90564,57,40,71.32,30,1,False
Danny Washington,087 Connie Summit Apt. 600_Romerohaven  CA 77246,48,110,37.78,8,3,False
Leslie Smith,47062 George Estates Apt. 645_Conradland  DE 49181,55,101,37.87,22,1,True
Lisa Schmidt,PSC 9087  Box 8280_APO AP 26819,39,36,70.23,11,1,True
Mr. Mark Hawkins,670 Thompson Plains_Fordville  AK 52339,39,42,91.35,6,2,True
Andrew Perez,945 Daniel Knolls_South Mark  MS 84226,46,72,26.76,10,4,False
Ms. Kathy James,0112 Kimberly Coves_East Walterfurt  KS 49409,45,18,88.62,29,2,False
Mary Romero,021 Leonard Branch Suite 517_South Briannaland  VI 53458,19,102,53.05,8,4,False
Larry Clark,5172 Scott Stream_Christianchester  LA 64778,20,35,77.01,23,3,False
Emily Madden,512 Anthony Hills Suite 330_New Rachelchester  PA 10599,34,116,95.02,10,3,False
Rachel Madden,077 Nelson Unions_West David  ID 62613,28,80,40.78,18,4,True
Catherine Stone,3141 Garcia Fields_North Karaberg  AL 36804,53,7,52.93,5,5,True
Alan Hardy,23408 Lisa Camp Apt. 867_South Michaelchester  CO 99156,25,18,77.22,7,4,False
Abigail Chaney,277 Alan Stravenue_East Jerry  HI 14157,59,6,23.08,4,5,False
Tonya Henderson,034 Richard Heights Apt. 688_Sandramouth  LA 12072,59,15,66.25,1,1,False
Alexis Larsen,287 Justin Corner_Christophermouth  NE 86468,42,67,34.98,29,1,True
Jacob Jordan,1899 Williamson Mountain Suite 607_West Matthewmouth  SC 33672,30,79,69.67,30,5,True
Courtney Strong,064 Kara Plaza_New Phillip  DE 61534,50,14,76.28,13,2,False
Jane Morris,PSC 9606  Box 8708_APO AE 55139,24,104,59.91,17,1,True
Alyssa Bell,04357 Yoder Unions Apt. 185_Mirandastad  TX 10952,35,57,80.84,13,5,False
Joseph Padilla,Unit 6766 Box 6397_DPO AP 86918,53,95,12.38,1,2,False
Scott Young,7336 Escobar Drives Apt. 393_Thomasstad  PA 49381,47,66,82.76,26,3,False
Victoria Lee,666 Kurt Rapid_North Antonio  PA 86286,47,111,70.5,29,4,True
Michael Williams,Unit 5628 Box 5263_DPO AA 93771,58,1,28.6,15,3,False
Jimmy Greene DDS,05101 Williams Lodge Apt. 008_North John  WA 66069,44,16,34.89,30,4,False
James Valencia,8109 April Canyon_West Richardshire  SC 11271,40,21,37.98,29,3,False
Timothy Deleon,50749 Elizabeth Trail Apt. 731_Lonniebury  VT 19911,49,64,14.12,15,1,False
Matthew Curtis,551 Courtney Mills Suite 674_Mccluretown  VI 61489,43,95,67.96,6,2,True
Louis Mosley,12458 James Skyway_Kyleview  NJ 28096,60,89,18.2,7,4,False
Shelia Miller,70931 Jamie Station_North Robertland  TN 45636,41,33,33.69,5,1,False
Jason Johnson,6200 Albert Underpass Suite 611_South Lisa  IL 51877,35,47,97.68,15,1,True
Scott Sanders,USNS Jennings_FPO AA 92477,46,1,10.62,12,2,True
Nicole Ellis,30655 Jackson Tunnel_Suzanneberg  OK 50356,46,19,61.19,7,2,True
Melanie Hall,3458 Burton Key_West Latoya  OR 83367,20,111,15.5,1,2,True
Kimberly Garcia,172 Morris Courts Apt. 135_Joseton  MP 09992,27,16,11.05,30,2,False
Tyrone Robinson,19489 Jonathan Crest_Edwardsland  RI 12676,51,36,48.66,4,5,False
Sean Watts,26933 Russo Extension_Josephfurt  IL 19971,47,105,54.17,19,2,False
David Hogan,39200 Torres Haven_Lake Brett  NH 55729,42,3,79.8,29,3,False
Brandon Nichols,576 Mary Land_West Joel  RI 35616,45,92,19.89,7,1,True
Robert Brown,5489 Michael Fall_North Bradleyberg  KY 27993,52,68,77.07,17,5,False
Steven Rodriguez,032 Giles Motorway Apt. 327_South Monicamouth  AS 02486,38,70,95.29,25,1,False
Kathryn Cummings,9579 Ingram Roads Apt. 309_West Davidberg  CA 54201,47,52,95.43,28,4,True
Todd Welch,1385 Miller Centers Apt. 996_Danielfurt  OH 80702,40,31,73.98,17,1,False
Matthew Mcconnell,66297 Amanda Skyway_South Robertside  WV 53554,22,89,23.25,16,3,False
Christine Newton,075 Joseph Gateway Apt. 298_Webbside  KS 85110,31,17,85.39,28,5,False
Justin Mcpherson,PSC 9689  Box 8373_APO AE 97271,38,23,22.74,17,4,False
Donna Doyle,851 Kevin Fall Apt. 423_Sandratown  NC 88547,57,68,17.01,10,5,False
Angela Hobbs,452 Pham Stream_South Erin  PA 83222,33,60,46.59,18,3,False
Manuel Jones,693 Castro Lakes_Dianehaven  MT 40178,43,86,45.7,8,5,False
Christopher Williamson,270 Peggy Dale Apt. 681_North Cynthiashire  FM 16221,34,18,84.51,16,1,False
Ronald Peterson,2962 Emily Dam_East Adamshire  MI 63887,39,100,54.15,14,1,False
Samantha Holmes,272 Leslie Ways Suite 185_South Thomasburgh  AK 10893,47,101,92.07,29,4,False
Dale Davis,553 Erica Trafficway_Robertview  CA 34071,44,60,54.47,10,2,False
Michael Petersen,Unit 9399 Box 6834_DPO AE 11188,29,94,40.52,22,1,False
Daniel Mercer,64787 Thomas Port_Hickmanstad  WI 58398,40,72,31.36,24,1,False
Timothy Ramsey PhD,425 Benjamin Landing_North Deanview  MO 37020,53,102,48.15,24,1,False
William Lawrence,362 Susan Ranch Suite 090_Michelleport  KS 29425,52,119,45.57,3,3,True
Traci Nelson,32757 Rodriguez Prairie Apt. 444_Port Nicole  GA 83274,49,81,27.87,13,4,False
Alison Sherman,Unit 6600 Box 3017_DPO AE 74214,28,17,98.42,26,1,False
Angela Bass,265 Robert Loaf_Scottland  WV 33695,35,102,43.41,23,2,False
Ricky Goodman,9891 George Station_West Allisontown  WA 62070,44,1,59.2,24,5,True
Kelly Harris,557 Clifford Alley_Anthonyfort  MN 85007,55,19,40.51,16,1,False
Kimberly Greer,94534 Silva Circle Suite 342_Newmanborough  NM 60876,50,44,58.32,6,5,True
Sara Jacobson,60193 Russell Bypass_East Toddhaven  VT 16067,32,107,56.58,11,3,False
Barbara Johnson,818 Sampson Ports_Hannahbury  NJ 86698,55,60,57.27,10,4,False
Maxwell Taylor,4049 Brooke Rest Suite 868_Schmittberg  NV 67536,49,55,46.78,10,3,False
Wanda Mclaughlin,933 Gray Extension_Port Ashley  MN 34251,51,72,73.86,29,2,False
Anthony Myers,4529 Simmons Passage_East James  NH 42416,44,41,36.36,17,3,True
Timothy Brandt,428 Bradley Shore_Elizabethfurt  PA 63872,23,17,99.43,27,4,True
Debbie Snyder,20149 Walker Ridges_Port Michael  ID 96049,58,28,36.58,17,3,False
Mary Roberson,USNS Webster_FPO AE 38030,37,2,70.55,15,2,False
Raven Salas,237 Case Villages_Port Michael  NY 81223,27,29,17.23,22,1,False
David Larson,35530 Keith Coves Suite 832_Christensenstad  AR 76613,33,12,72.34,13,1,False
Samuel Lane,596 Brent Fall Apt. 178_East Amy  NE 20394,24,48,85.66,10,5,True
Craig Jones,28316 Jesse Trail Suite 422_Lake Sarahport  MN 81751,53,105,65.59,17,1,True
Anthony David,413 Maria Brooks Apt. 347_Eduardomouth  PW 72372,56,57,79.05,15,2,False
Michael Young,42067 Gerald Road Suite 552_Brownville  WA 02035,44,33,71.5,24,4,False
Catherine Turner,80868 Alexis Forest Apt. 786_Lake Amandaborough  NE 17626,22,86,82.04,23,4,True
Erica Rios,PSC 9012  Box 5582_APO AA 38144,50,20,23.15,16,4,True
Wanda Mendez,509 Robert Harbor Apt. 684_Patrickburgh  GA 89214,31,43,15.3,4,1,False
Jon Douglas,11309 Holmes Fork_South Shannon  FM 90246,55,117,98.34,30,1,False
Wanda Compton,26591 English Via_East David  PR 23122,25,55,19.48,12,4,False
Lisa Howard,79563 Marc Crescent_Millermouth  NM 25021,19,11,90.59,30,3,False
Scott Smith,7633 Little Lodge Apt. 536_Millerside  AS 63291,36,30,88.54,29,3,False
Roger Acosta,45742 Tammie Skyway_East Katherine  KS 14499,39,82,54.14,23,4,False
